HYBAS_ID,area,Year,Ephemeral,Seasonal,Permanent,% Ephemeral,% Seasonal,% Permanent
2060053240,9335.094617020883,2002,6.605173303984673,2.926599863919363,16.060863213318157,0.07075636161138972,0.031350510990892685,0.17204821024560407
2060053240,9335.094617020883,2003,6.060083656965505,3.866697113654144,16.6893317738393,0.06491721729221707,0.04142108111688456,0.1787805315160842
2060053240,9335.094617020883,2004,5.848509663954239,2.1496126137228226,11.516712427460456,0.06265078077827431,0.02302721827589607,0.12337006639934621
2060053240,9335.094617020883,2005,6.2747843592330925,1.238176865504346,7.796970648853545,0.06721714794183382,0.013263677726916136,0.08352320965914109
2060053240,9335.094617020883,2006,5.686441900834773,2.2981313033982174,17.188041900222995,0.06091466807917039,0.024618189720412516,0.18412284615609212
2060053240,9335.094617020883,2007,4.807315481598312,0.6925661002757894,8.398341062486548,0.05149723359882211,0.007418951051797787,0.0899652484204463
2060053240,9335.094617020883,2008,3.956850563878156,0.5794834488387341,6.554103719464713,0.04238682869548578,0.006207579811587011,0.0702092907287139
2060053240,9335.094617020883,2009,3.587377753422524,2.401312708856913,14.936811235669639,0.03842893833000449,0.025723496197655533,0.16000706847079005
2060053240,9335.094617020883,2010,7.4530326306578925,2.4476922294923873,14.807052801532189,0.0798388547349977,0.026220325876820324,0.15861706184031776
2060053240,9335.094617020883,2011,6.497301834641491,3.5503783605560217,17.209928865017265,0.06960081393063568,0.03803259105786179,0.18435730510581033
2060053240,9335.094617020883,2012,6.534822345717381,2.0917684924808264,15.211440532016773,0.07000274355872405,0.022407576765926498,0.16294897005415906
2060053240,9335.094617020883,2013,5.5394865657875405,4.934468324688826,16.333929155037126,0.05934044370249096,0.05285932844956603,0.17497336476113604
2060053240,9335.094617020883,2014,5.534796501903054,5.178351646682106,16.935299568670132,0.059290202498979906,0.05547187103214042,0.18141540352244132
2060053240,9335.094617020883,2015,6.784959086223309,5.030354075216099,17.40847490279385,0.07268227441264649,0.05388648194356964,0.1864841827211113
2060053240,9335.094617020883,2016,4.31225318268033,8.928318281433484,16.295366407542463,0.046193995450433935,0.09564250441719449,0.17456027042115635
2060053240,9335.094617020883,2017,6.130434615232796,7.041349245241886,15.582997815309955,0.06567083534488274,0.075428793537917,0.16692918984342306
2060053240,9335.094617020883,2018,5.733342539679636,6.080407267131611,16.361548420134657,0.06141708011428086,0.06513492917409826,0.17526922962625668
2060053240,9335.094617020883,2019,6.1153221871605625,7.992911095583188,15.56215308693446,0.06550894702245826,0.08562217549471365,0.16670589560559618
2060053240,9335.094617020883,2020,6.086660685644259,7.462933876636253,17.400137011443647,0.06520191744544632,0.07994491949796548,0.18639486502598052
2060053240,9335.094617020883,baseline,6.669791961948716,2.176710760610969,15.925372478877472,0.07144857374865315,0.02331750078507104,0.17059679769972969
2060053250,3.8417004245846504,1984,0.014591309862845826,0.006774536722035562,0.002084472837549404,0.3798138389310609,0.1763421395037068,0.05425911984729442
2060053250,3.8417004245846504,1985,0.005211182093873509,0.018760255537944633,0.01198571881590907,0.135647799618236,0.48833207862564965,0.31198993912194284
2060053250,3.8417004245846504,1986,0.0,0.0026055910469367544,0.0026055910469367544,0.0,0.067823899809118,0.067823899809118
2060053250,3.8417004245846504,1987,0.0,0.019802491956719334,0.014591309862845826,0.0,0.5154616385492969,0.3798138389310609
2060053250,3.8417004245846504,1988,0.0,0.019281373747331985,0.014591309862845826,0.0,0.5018968585874733,0.3798138389310609
2060053250,3.8417004245846504,1989,0.01146460060652172,0.01615466449100788,0.01146460060652172,0.29842515916011925,0.4205081788165317,0.29842515916011925
2060053250,3.8417004245846504,1990,0.006253418512648211,0.025013674050592846,0.014591309862845826,0.16277735954188324,0.651109438167533,0.3798138389310609
2060053250,3.8417004245846504,1991,0.0,0.0,0.0,0.0,0.0,0.0
2060053250,3.8417004245846504,1992,0.0,0.0,0.0,0.0,0.0,0.0
2060053250,3.8417004245846504,1993,0.0,0.0,0.0,0.0,0.0,0.0
2060053250,3.8417004245846504,1994,0.000521118209387351,0.000521118209387351,0.0015633546281620528,0.013564779961823604,0.013564779961823604,0.04069433988547081
2060053250,3.8417004245846504,1995,0.0,0.0,0.0,0.0,0.0,0.0
2060053250,3.8417004245846504,1996,0.0,0.0,0.0,0.0,0.0,0.0
2060053250,3.8417004245846504,1997,0.0,0.0,0.0,0.0,0.0,0.0
2060053250,3.8417004245846504,1998,0.0015633546281620528,0.00573230030326086,0.004690063884486158,0.04069433988547081,0.14921257958005962,0.12208301965641241
2060053250,3.8417004245846504,1999,0.009380127768972317,0.0,0.0,0.24416603931282482,0.0,0.0
2060053250,3.8417004245846504,2000,0.005211182093873509,0.01094348239713437,0.014591309862845826,0.135647799618236,0.28486037919829565,0.3798138389310609
2060053250,3.8417004245846504,2001,0.008337891350197616,0.007816773140810264,0.015633546281620527,0.21703647938917767,0.20347169942735405,0.4069433988547081
2060053250,3.8417004245846504,2002,0.007295654931422913,0.0,0.008337891350197616,0.18990691946553045,0.0,0.21703647938917767
2060053250,3.8417004245846504,2003,0.005211182093873509,0.015112428072233177,0.01719690090978258,0.135647799618236,0.39337861889288445,0.44763773874017887
2060053250,3.8417004245846504,2004,0.007816773140810264,0.006253418512648211,0.014070191653458474,0.20347169942735405,0.16277735954188324,0.36624905896923726
2060053250,3.8417004245846504,2005,0.009901245978359667,0.01667578270039523,0.009380127768972317,0.25773081927464847,0.43407295877835533,0.24416603931282482
2060053250,3.8417004245846504,2006,0.014070191653458474,0.008859009559584964,0.013549073444071124,0.36624905896923726,0.2306012593510012,0.3526842790074136
2060053250,3.8417004245846504,2007,0.0015633546281620528,0.005211182093873509,0.009901245978359667,0.04069433988547081,0.135647799618236,0.25773081927464847
2060053250,3.8417004245846504,2008,0.0026055910469367544,0.0,0.0,0.067823899809118,0.0,0.0
2060053250,3.8417004245846504,2009,0.014591309862845826,0.0015633546281620528,0.004168945675098808,0.3798138389310609,0.04069433988547081,0.10851823969458883
2060053250,3.8417004245846504,2010,0.01615466449100788,0.001042236418774702,0.006774536722035562,0.4205081788165317,0.02712955992364721,0.1763421395037068
2060053250,3.8417004245846504,2011,0.015633546281620527,0.010422364187747018,0.013027955234683773,0.4069433988547081,0.271295599236472,0.3391194990455901
2060053250,3.8417004245846504,2012,0.004168945675098808,0.0015633546281620528,0.00573230030326086,0.10851823969458883,0.04069433988547081,0.14921257958005962
2060053250,3.8417004245846504,2013,0.01771801911916993,0.010422364187747018,0.015633546281620527,0.4612025187020024,0.271295599236472,0.4069433988547081
2060053250,3.8417004245846504,2014,0.01146460060652172,0.01198571881590907,0.01667578270039523,0.29842515916011925,0.31198993912194284,0.43407295877835533
2060053250,3.8417004245846504,2015,0.006253418512648211,0.01667578270039523,0.015633546281620527,0.16277735954188324,0.43407295877835533,0.4069433988547081
2060053250,3.8417004245846504,2016,0.0036478274657114566,0.03335156540079046,0.012506837025296423,0.09495345973276523,0.8681459175567107,0.3255547190837665
2060053250,3.8417004245846504,2017,0.01615466449100788,0.023450319422430792,0.009901245978359667,0.4205081788165317,0.6104150982820622,0.25773081927464847
2060053250,3.8417004245846504,2018,0.01719690090978258,0.020844728375494035,0.007295654931422913,0.44763773874017887,0.542591198472944,0.18990691946553045
2060053250,3.8417004245846504,2019,0.020844728375494035,0.018760255537944633,0.01094348239713437,0.542591198472944,0.48833207862564965,0.28486037919829565
2060053250,3.8417004245846504,2020,0.0,0.04064722033221337,0.010422364187747018,0.0,1.058052837022241,0.271295599236472
2060053250,3.8417004245846504,baseline,0.0057323003032608705,0.007816773140810277,0.015633546281620555,0.1492125795800599,0.20347169942735438,0.40694339885470876
2060053260,11747.579004021844,1984,29.692273334472482,6.0663370754781525,25.2007554877629,0.25275227622906116,0.05163904046443366,0.21451871469972913
2060053260,11747.579004021844,1985,23.050621755830694,12.168110189194644,27.73912228568869,0.19621593306960688,0.10357972638472003,0.23612628845647313
2060053260,11747.579004021844,1986,14.992049765864698,4.479532127893669,17.77117317652744,0.12761820763863,0.038131534389852395,0.151275196110138
2060053260,11747.579004021844,1987,19.786337292228325,14.151486094122902,29.950747966328606,0.16842906343046826,0.12046299998730009,0.2549525136717516
2060053260,11747.579004021844,1988,21.216806776996606,14.036318969848297,28.975735796564873,0.18060578072922875,0.11948265225577875,0.24665282767321575
2060053260,11747.579004021844,1989,21.17615955666439,16.542897557001456,28.51246170841952,0.18025977564751533,0.1408196322947725,0.24270925693420006
2060053260,11747.579004021844,1990,23.56027536461152,12.679327152603635,28.897046946947384,0.20055430447878272,0.10793140568165409,0.2459829973227193
2060053260,11747.579004021844,1991,0.0,0.0,0.0,0.0,0.0,0.0
2060053260,11747.579004021844,1992,0.0,0.0,0.0,0.0,0.0,0.0
2060053260,11747.579004021844,1993,0.0,0.0,0.0,0.0,0.0,0.0
2060053260,11747.579004021844,1994,20.70819540463455,4.837540337742778,22.295521470428422,0.17627628124522504,0.04117904068648206,0.1897882232823924
2060053260,11747.579004021844,1995,0.0,0.0,0.0,0.0,0.0,0.0
2060053260,11747.579004021844,1996,0.0,0.0,0.0,0.0,0.0,0.0
2060053260,11747.579004021844,1997,6.154406052864615,0.9718854605074095,7.53224259848477,0.05238871814147939,0.008273070223019395,0.06411740321904683
2060053260,11747.579004021844,1998,23.22988641985994,3.358085741292089,21.489872718715578,0.19774190419921475,0.02858534290463108,0.1829302251243291
2060053260,11747.579004021844,1999,23.15380316128939,1.4414129671654126,19.337654513945818,0.19709425366164862,0.012269872513067905,0.16460969964386257
2060053260,11747.579004021844,2000,18.784226975576452,9.313424638170735,34.621009358858046,0.1598987073774569,0.07927952333823196,0.2947076103681054
2060053260,11747.579004021844,2001,18.380360363301254,5.6796673641127375,35.067607664303004,0.15646083637325311,0.048347556225570174,0.29850923030436677
2060053260,11747.579004021844,2002,17.921255220831,7.001223143119059,36.49703491265251,0.152552753334926,0.059597157343842126,0.31067707567795516
2060053260,11747.579004021844,2003,16.49495468173782,11.839284599071226,37.07808171611941,0.14041152373685412,0.10078063399291025,0.3156231739614225
2060053260,11747.579004021844,2004,11.600612459171819,5.994422762582698,31.086264544583646,0.09874896312849048,0.05102687762755608,0.26461847614679673
2060053260,11747.579004021844,2005,23.111592586329014,4.5618688049768705,31.466159719227022,0.19673494069217703,0.03883241647845136,0.2678522928720413
2060053260,11747.579004021844,2006,19.171938923360642,6.2898967873053255,36.900901524927704,0.16319906354149252,0.053542068413857426,0.31411494668215884
2060053260,11747.579004021844,2007,11.846059135793261,4.205423949755922,27.244059986770708,0.10083830150652916,0.0357982180695799,0.2319121239997072
2060053260,11747.579004021844,2008,11.921621276154427,2.4883394498246005,25.887068169526046,0.10148151608150922,0.02118172134848129,0.22036087742558252
2060053260,11747.579004021844,2009,9.695925403861052,5.580133786119753,31.46459636459886,0.0825355198764069,0.04750028737163092,0.26783898498428316
2060053260,11747.579004021844,2010,25.943348936139877,6.2820800141645154,31.101898090865266,0.22083996138487802,0.05347552897506638,0.26475155502437886
2060053260,11747.579004021844,2011,19.15057307677576,9.63130674589702,37.07182829760676,0.16301718907546367,0.08198546051573428,0.31556994241038966
2060053260,11747.579004021844,2012,18.199011226434457,4.339351329568471,33.08371064116536,0.15491712139330097,0.03693826045419973,0.28162152073920066
2060053260,11747.579004021844,2013,15.593420179497702,12.047731882826167,37.68779002110261,0.13273730846295406,0.102555019027338,0.32081325018712364
2060053260,11747.579004021844,2014,13.586593955147013,14.94827583627616,38.14272621789777,0.11565441654400087,0.12724558678140016,0.32468584552476226
2060053260,11747.579004021844,2015,15.961329635325171,13.628283411898002,38.4871853543028,0.13586909804871905,0.11600929355088643,0.3276180167941541
2060053260,11747.579004021844,2016,13.172826096893457,16.62471311587527,38.97964206217385,0.1121322622506618,0.14151607842078537,0.33181000143798967
2060053260,11747.579004021844,2017,14.6788577220229,17.18908413664177,36.152575776247474,0.1249521941244023,0.14632022590149854,0.3077449044085633
2060053260,11747.579004021844,2018,16.29015522544859,13.306232358496619,38.53564934777582,0.13866819044052883,0.11326786867269555,0.3280305613146585
2060053260,11747.579004021844,2019,15.360480339901555,19.89837770724661,34.53919379998423,0.13075443318698105,0.16938279538647324,0.29401116424209245
2060053260,11747.579004021844,2020,14.321370630383178,23.6931605080053,35.42144692847702,0.1219091237903587,0.20168547493823047,0.3015212489003079
2060053260,11747.579004021844,baseline,17.967113623257116,6.584328575609191,37.341246411860084,0.15294311804250035,0.056048387274986726,0.31786333506738806
2060053270,9564.432672156492,1984,15.5110835024145,4.541024076601376,25.027744242246303,0.16217463214069777,0.04747823767760928,0.2616751573264334
2060053270,9564.432672156492,1985,11.408319839907886,10.338464156035654,28.277437395985825,0.11927858380057635,0.10809281125614993,0.29565200953639115
2060053270,9564.432672156492,1986,8.210738507107102,4.702570721511456,23.80103197734848,0.08584658169020105,0.0491672729863147,0.24884938598226403
2060053270,9564.432672156492,1987,9.963780163486149,11.118056997279131,29.67663978819086,0.10417533904015257,0.11624376874590245,0.3102812347101783
2060053270,9564.432672156492,1988,10.368167893970734,9.711037831933284,18.567441800471315,0.1084033758129119,0.10153281605717798,0.19413009048120483
2060053270,9564.432672156492,1989,13.352611879132091,12.065971020154723,27.805304298280884,0.13960694101599525,0.1261545920573061,0.2907156676341747
2060053270,9564.432672156492,1990,11.383306165857295,12.076914502551857,29.792328030674852,0.11901705575277682,0.1262690105782184,0.31149080193125117
2060053270,9564.432672156492,1991,0.0,0.0,0.0,0.0,0.0,0.0
2060053270,9564.432672156492,1992,0.0,0.0,0.0,0.0,0.0,0.0
2060053270,9564.432672156492,1993,0.0,0.0,0.0,0.0,0.0,0.0
2060053270,9564.432672156492,1994,9.765755243918957,5.982437043766789,28.96114448670203,0.10210490866173949,0.06254879143205813,0.30280044284291213
2060053270,9564.432672156492,1995,0.0,0.0,0.0,0.0,0.0,0.0
2060053270,9564.432672156492,1996,0.0,0.0,0.0,0.0,0.0,0.0
2060053270,9564.432672156492,1997,13.59284737365966,2.084993955758791,21.966174762095616,0.14211869997507004,0.02179945248429134,0.22966521397596815
2060053270,9564.432672156492,1998,8.469734257172615,2.2309070543872496,16.36884407506608,0.08855448668512551,0.023325032763122026,0.17114286477982385
2060053270,9564.432672156492,1999,9.404620324813523,3.5112944948519704,25.520722068326737,0.09832909747163356,0.0367119997098613,0.26682943926848285
2060053270,9564.432672156492,2000,12.142575396934664,8.837122594790698,30.110210138401136,0.1269555217036922,0.09239567988718135,0.3148143875387038
2060053270,9564.432672156492,2001,11.767891404385159,6.474372633428448,31.78143623590637,0.12303804948769484,0.06769217637211587,0.3322877302323109
2060053270,9564.432672156492,2002,11.906508848082193,6.584849693818566,31.609467226808544,0.12448735075258398,0.06884725858323054,0.33048972490368905
2060053270,9564.432672156492,2003,13.537087725255216,7.7568445467307185,31.977376682636017,0.14153571036851692,0.08110093732283843,0.3343363666067407
2060053270,9564.432672156492,2004,9.017429495238721,6.387867010670147,30.797043938373665,0.0942808612317364,0.06678772520680912,0.3219955118511996
2060053270,9564.432672156492,2005,15.439690307728434,2.902107308078157,28.483279088693827,0.16142818750426988,0.03034270204574318,0.2978041674297416
2060053270,9564.432672156492,2006,15.254172225186537,4.5806290605148146,29.52395215284037,0.1594885211497566,0.047892323753291895,0.3086848239184019
2060053270,9564.432672156492,2007,12.159772297844448,3.856274749466397,30.220166080581865,0.1271353222365544,0.040318907369096706,0.31596402124882256
2060053270,9564.432672156492,2008,9.55418125090769,0.6899605092288525,14.189006605198792,0.09989281725743498,0.007213815318470816,0.1483517851142926
2060053270,9564.432672156492,2009,13.331246032547211,4.798456472038727,29.957001384841256,0.13938355247516648,0.050169797169546275,0.31321252824593154
2060053270,9564.432672156492,2010,17.558035828888013,3.3956062523679784,28.057525511624362,0.18357634405229392,0.0355024324887884,0.2933527421161535
2060053270,9564.432672156492,2011,16.224494331065785,7.37694937208734,30.064872854184436,0.16963363000398066,0.07712898009688283,0.31434036795206705
2060053270,9564.432672156492,2012,17.336560589898394,1.6316211135917957,25.731774943128617,0.18126073112906885,0.017059256617924567,0.26903608217179154
2060053270,9564.432672156492,2013,15.734643214241673,7.558819627163525,28.291507587639284,0.16451203906790618,0.07903050694442537,0.29579911906327844
2060053270,9564.432672156492,2014,13.172826096893457,10.399956104743364,30.563061862358744,0.13772720817243603,0.10873573437365718,0.31954913490407466
2060053270,9564.432672156492,2015,13.276007502352153,9.947625498995142,33.02326092887643,0.13880601136960916,0.10400643550928204,0.3452715081053592
2060053270,9564.432672156492,2016,12.947703030438122,11.690244791186442,31.53338396823799,0.1353734557422401,0.12222622283931707,0.32969424375829876
2060053270,9564.432672156492,2017,12.493809070061738,12.730396737123595,30.858535887081374,0.1306278113748775,0.13310143082698153,0.32263843496870687
2060053270,9564.432672156492,2018,13.464652294150373,11.124831534001167,31.927870452744216,0.1407783687300974,0.11631459925884817,0.3338187590121374
2060053270,9564.432672156492,2019,13.735633763031796,12.207715173108083,31.279078282056965,0.1436115892479258,0.12763658432817018,0.32703537527233667
2060053270,9564.432672156492,2020,12.739255746683181,16.8295125721645,31.68867719463542,0.13319405534391054,0.1759593396601322,0.33131789705505427
2060053270,9564.432672156492,baseline,12.171236898450989,6.147110397933202,32.72935025878202,0.12725518925846274,0.06427051774673859,0.34219855354371514
2060053500,8203.340725264346,1984,27.441042669919124,8.924670453967773,17.007734999774975,0.3345105803713262,0.1087931216422829,0.20732693629797894
2060053500,8203.340725264346,1985,14.960782673301459,19.118263747793744,18.584638701381095,0.18237426890273853,0.23305461016527107,0.22654963780968904
2060053500,8203.340725264346,1986,12.865887471564308,20.514339430742456,17.59242963070758,0.15683717039742628,0.2500729899900799,0.21445445483602876
2060053500,8203.340725264346,1987,13.970658075465492,19.72484534352062,18.622680330666373,0.17030449597734218,0.24044893421009284,0.22701337119050694
2060053500,8203.340725264346,1988,20.880164413732377,2.70095567925464,16.918623785969736,0.25453245346041053,0.03292507003806799,0.20624065673469327
2060053500,8203.340725264346,1989,19.90202553471232,13.610044274569445,17.39179912009345,0.24260878831253216,0.1659085576276715,0.21200873769061948
2060053500,8203.340725264346,1990,14.18952772340818,21.235045914325163,18.89730962701351,0.17297255104506137,0.2588585141773552,0.23036114504928792
2060053500,8203.340725264346,1991,0.0,0.0,0.0,0.0,0.0,0.0
2060053500,8203.340725264346,1992,0.0,0.0,0.0,0.0,0.0,0.0
2060053500,8203.340725264346,1993,0.0,0.0,0.0,0.0,0.0,0.0
2060053500,8203.340725264346,1994,14.800799383019541,3.56653302504703,20.087022499044828,0.18042404769847709,0.04347659257969077,0.24486393009596147
2060053500,8203.340725264346,1995,0.0,0.0,0.0,0.0,0.0,0.0
2060053500,8203.340725264346,1996,0.0,0.0,0.0,0.0,0.0,0.0
2060053500,8203.340725264346,1997,14.14783826665719,1.50290491587312,14.578803025820529,0.17246435007978153,0.018320644798338424,0.17771787755836188
2060053500,8203.340725264346,1998,13.331246032547211,3.0349924514719318,20.68995626730599,0.16250996367236256,0.036997030272372736,0.2522137865563212
2060053500,8203.340725264346,1999,13.319260313731302,1.2637116577643261,19.03957489817625,0.1623638558948446,0.015404841760045314,0.23209538084330533
2060053500,8203.340725264346,2000,12.732481209961145,20.790532081717753,20.10630387279216,0.15521092730853078,0.2534398213850589,0.24509897304240338
2060053500,8203.340725264346,2001,11.19101354659336,18.36160010776331,22.849991245216565,0.13642019661730848,0.22383076264544188,0.27854494906988325
2060053500,8203.340725264346,2002,14.88000935084642,16.999397108424777,22.136059298355892,0.1813896295325088,0.20722529610492293,0.26984200753946586
2060053500,8203.340725264346,2003,19.23655758132467,12.622525267780414,22.271550032796604,0.23449663040425264,0.15387054726260518,0.2714936606766254
2060053500,8203.340725264346,2004,14.445396764217367,11.367672619575673,22.718148338241562,0.1760916344694664,0.13857369820768184,0.2769377635171857
2060053500,8203.340725264346,2005,21.058386841342852,4.976157781439814,21.76814984252842,0.25670501258698186,0.060660137718215545,0.2653571340208712
2060053500,8203.340725264346,2006,18.36524793522902,8.926754926805321,21.38304348579117,0.22387523022990388,0.10881853169054688,0.26066262760409864
2060053500,8203.340725264346,2007,11.738187666450079,12.658482424228142,21.41847952402951,0.14309033428660645,0.15430887059515902,0.26109459842458654
2060053500,8203.340725264346,2008,18.397557264211038,1.0302506999587928,13.091010538019642,0.22426908597799577,0.012558916354478178,0.15958145560993744
2060053500,8203.340725264346,2009,14.838841012304819,4.470152000124696,22.117820161027336,0.18088778107929496,0.054491848502131415,0.26961966961715594
2060053500,8203.340725264346,2010,14.131683602166182,1.7280279823284557,18.134913686679813,0.17226742220573557,0.02106493001084959,0.2210674198967327
2060053500,8203.340725264346,2011,24.54831548960994,7.849603588001668,21.86143000200876,0.29924778589297096,0.09568788925012889,0.26649423368068487
2060053500,8203.340725264346,2012,14.580366380448691,2.4226785554417947,18.230278318997698,0.1777369350945599,0.029532828594825013,0.22222992960481036
2060053500,8203.340725264346,2013,21.606603197618345,7.007476561631709,23.309617505896206,0.26338785528041186,0.08542222975147601,0.2841478647120935
2060053500,8203.340725264346,2014,8.762081572638918,23.152760924870613,22.502405399555197,0.10681113787769149,0.2822357585802281,0.2743078235218625
2060053500,8203.340725264346,2015,21.54875907637635,11.50629006327271,22.116777924608563,0.2626827264410861,0.1402634664172373,0.26960696459302397
2060053500,8203.340725264346,2016,14.209330215364897,17.884776946173883,22.979749679354015,0.17321394650356928,0.21801821410505365,0.28012672457431675
2060053500,8203.340725264346,2017,14.914403152665983,16.64034666215689,22.3789003839304,0.18180889532886466,0.20284841529145028,0.272802278162221
